mouse_symbol	mouse_ensembl	human_symbol	mapping_type	matrix_symbol_normalised_to	normalisation_source	babelgene_version
Casc4	ENSMUSG00000060227	GOLM2	one2one	Golm2	org.Mm.eg.db	22.9
Casd1	ENSMUSG00000015189	CASD1	one2one	NA		22.9
Cask	ENSMUSG00000031012	CASK	one2one	NA		22.9
Caskin1	ENSMUSG00000033597	CASKIN1	one2one	NA		22.9
Caskin2	ENSMUSG00000034471	CASKIN2	one2one	NA		22.9
Casp1	ENSMUSG00000025888	CASP1	one2one	NA		22.9
Casp2	ENSMUSG00000029863	CASP2	one2one	NA		22.9
Casp3	ENSMUSG00000031628	CASP3	one2one	NA		22.9
Casp4	ENSMUSG00000033538	CASP4	one2one	NA		22.9
Casp6	ENSMUSG00000027997	CASP6	one2one	NA		22.9
Casp7	ENSMUSG00000025076	CASP7	one2one	NA		22.9
Casp8	ENSMUSG00000026029	CASP8	one2one	NA		22.9
Casp8ap2	ENSMUSG00000028282	CASP8AP2	one2one	NA		22.9
Casp9	ENSMUSG00000028914	CASP9	one2one	NA		22.9
Casq1	ENSMUSG00000007122	CASQ1	one2one	NA		22.9
Casr	ENSMUSG00000051980	CASR	one2one	NA		22.9
Cass4	ENSMUSG00000074570	CASS4	one2one	NA		22.9
Cast	ENSMUSG00000021585	CAST	one2one	NA		22.9
Castor1	ENSMUSG00000020424	CASTOR1	one2one	NA		22.9
Castor2	ENSMUSG00000015944	CASTOR2	one2one	NA		22.9
Casz1	ENSMUSG00000028977	CASZ1	one2one	NA		22.9
Cat	ENSMUSG00000027187	CAT	one2one	NA		22.9
Catsper2	ENSMUSG00000033486	CATSPER2	one2one	NA		22.9
Catsperd	ENSMUSG00000040828	CATSPERD	one2one	NA		22.9
Catsperg1	ENSMUSG00000049676	CATSPERG	one2one	NA		22.9
Cav1	ENSMUSG00000007655	CAV1	one2one	NA		22.9
Cav2	ENSMUSG00000000058	CAV2	one2one	NA		22.9
Cavin1	ENSMUSG00000004044	CAVIN1	one2one	NA		22.9
Cavin3	ENSMUSG00000037060	CAVIN3	one2one	NA		22.9
Cavin4	ENSMUSG00000028348	CAVIN4	one2one	NA		22.9
Cbarp	ENSMUSG00000035640	CBARP	one2one	NA		22.9
Cbfa2t2	ENSMUSG00000038533	CBFA2T2	one2one	NA		22.9
Cbfa2t3	ENSMUSG00000006362	CBFA2T3	one2one	NA		22.9
Cbfb	ENSMUSG00000031885	CBFB	one2one	NA		22.9
Cbl	ENSMUSG00000034342	CBL	one2one	NA		22.9
Cblb	ENSMUSG00000022637	CBLB	one2one	NA		22.9
Cbll1	ENSMUSG00000020659	CBLL1	one2one	NA		22.9
Cbln3	ENSMUSG00000040380	CBLN3	one2one	NA		22.9
Cbr1	ENSMUSG00000051483	CBR1	one2one	NA		22.9
Cbr3	ENSMUSG00000022947	CBR3	one2one	NA		22.9
Cbr4	ENSMUSG00000031641	CBR4	one2one	NA		22.9
Cbs	ENSMUSG00000024039	CBS	one2one	NA		22.9
Cbwd1	ENSMUSG00000024878	ZNG1A	one2one	NA		22.9
Cbx1	ENSMUSG00000018666	CBX1	one2one	NA		22.9
Cbx2	ENSMUSG00000025577	CBX2	one2one	NA		22.9
Cbx3	ENSMUSG00000029836	CBX3	one2one	NA		22.9
Cbx4	ENSMUSG00000039989	CBX4	one2one	NA		22.9
Cbx5	ENSMUSG00000009575	CBX5	one2one	NA		22.9
Cbx6	ENSMUSG00000089715	CBX6	one2one	NA		22.9
Cbx7	ENSMUSG00000053411	CBX7	one2one	NA		22.9
Cbx8	ENSMUSG00000025578	CBX8	one2one	NA		22.9
Cby1	ENSMUSG00000022428	CBY1	one2one	NA		22.9
Cc2d1a	ENSMUSG00000036686	CC2D1A	one2one	NA		22.9
Cc2d1b	ENSMUSG00000028582	CC2D1B	one2one	NA		22.9
Cc2d2a	ENSMUSG00000039765	CC2D2A	one2one	NA		22.9
Cc2d2b	ENSMUSG00000108929	CC2D2B	one2one	NA		22.9
Ccar1	ENSMUSG00000020074	CCAR1	one2one	NA		22.9
Ccar2	ENSMUSG00000033712	CCAR2	one2one	NA		22.9
Ccdc102a	ENSMUSG00000063605	CCDC102A	one2one	NA		22.9
Ccdc106	ENSMUSG00000035228	CCDC106	one2one	NA		22.9
Ccdc107	ENSMUSG00000028461	CCDC107	one2one	NA		22.9
Ccdc112	ENSMUSG00000071855	CCDC112	one2one	NA		22.9
Ccdc114	ENSMUSG00000040189	ODAD1	one2one	Odad1	org.Mm.eg.db	22.9
Ccdc115	ENSMUSG00000042111	CCDC115	one2one	NA		22.9
Ccdc116	ENSMUSG00000022768	CCDC116	one2one	NA		22.9
Ccdc117	ENSMUSG00000020482	CCDC117	one2one	NA		22.9
Ccdc12	ENSMUSG00000019659	CCDC12	one2one	NA		22.9
Ccdc120	ENSMUSG00000031150	CCDC120	one2one	NA		22.9
Ccdc122	ENSMUSG00000034795	CCDC122	one2one	NA		22.9
Ccdc124	ENSMUSG00000007721	CCDC124	one2one	NA		22.9
Ccdc125	ENSMUSG00000048924	CCDC125	one2one	NA		22.9
Ccdc126	ENSMUSG00000050786	CCDC126	one2one	NA		22.9
Ccdc127	ENSMUSG00000021578	CCDC127	one2one	NA		22.9
Ccdc130	ENSMUSG00000004994	YJU2B	one2one	NA		22.9
Ccdc134	ENSMUSG00000068114	CCDC134	one2one	NA		22.9
Ccdc136	ENSMUSG00000029769	CCDC136	one2one	NA		22.9
Ccdc137	ENSMUSG00000049957	CCDC137	one2one	NA		22.9
Ccdc138	ENSMUSG00000038010	CCDC138	one2one	NA		22.9
Ccdc14	ENSMUSG00000022833	CCDC14	one2one	NA		22.9
Ccdc141	ENSMUSG00000044033	CCDC141	one2one	NA		22.9
Ccdc142	ENSMUSG00000107499	CCDC142	one2one	NA		22.9
Ccdc146	ENSMUSG00000064280	CCDC146	one2one	NA		22.9
Ccdc148	ENSMUSG00000036641	CCDC148	one2one	NA		22.9
Ccdc15	ENSMUSG00000034303	CCDC15	one2one	NA		22.9
Ccdc150	ENSMUSG00000025983	CCDC150	one2one	NA		22.9
Ccdc152	ENSMUSG00000091119	CCDC152	one2one	NA		22.9
Ccdc155	ENSMUSG00000038292	KASH5	one2one	Kash5	org.Mm.eg.db	22.9
Ccdc157	ENSMUSG00000051427	CCDC157	one2one	NA		22.9
Ccdc159	ENSMUSG00000006241	CCDC159	one2one	NA		22.9
Ccdc163	ENSMUSG00000028689	CCDC163	one2one	NA		22.9
Ccdc166	ENSMUSG00000098176	CCDC166	one2one	NA		22.9
Ccdc167	ENSMUSG00000024018	CCDC167	one2one	NA		22.9
Ccdc17	ENSMUSG00000034035	CCDC17	one2one	NA		22.9
Ccdc171	ENSMUSG00000052407	CCDC171	one2one	NA		22.9
Ccdc173	ENSMUSG00000070883	CFAP210	one2one	NA		22.9
Ccdc174	ENSMUSG00000034083	CCDC174	one2one	NA		22.9
Ccdc18	ENSMUSG00000056531	CCDC18	one2one	NA		22.9
Ccdc181	ENSMUSG00000026578	CCDC181	one2one	NA		22.9
Ccdc183	ENSMUSG00000026940	CCDC183	one2one	NA		22.9
Ccdc184	ENSMUSG00000029875	CCDC184	one2one	NA		22.9
Ccdc186	ENSMUSG00000035173	CCDC186	one2one	NA		22.9
Ccdc188	ENSMUSG00000090777	CCDC188	one2one	NA		22.9
Ccdc189	ENSMUSG00000057176	CFAP119	one2one	NA		22.9
Ccdc191	ENSMUSG00000022701	CCDC191	one2one	NA		22.9
Ccdc25	ENSMUSG00000022035	CCDC25	one2one	NA		22.9
Ccdc28a	ENSMUSG00000059554	CCDC28A	one2one	NA		22.9
Ccdc28b	ENSMUSG00000028795	CCDC28B	one2one	NA		22.9
Ccdc30	ENSMUSG00000028637	CCDC30	one2one	NA		22.9
Ccdc32	ENSMUSG00000039983	CCDC32	one2one	NA		22.9
Ccdc33	ENSMUSG00000037716	CCDC33	one2one	NA		22.9
Ccdc34	ENSMUSG00000027160	CCDC34	one2one	NA		22.9
Ccdc38	ENSMUSG00000036168	CCDC38	one2one	NA		22.9
Ccdc39	ENSMUSG00000027676	CCDC39	one2one	NA		22.9
Ccdc40	ENSMUSG00000039963	CCDC40	one2one	NA		22.9
Ccdc43	ENSMUSG00000020925	CCDC43	one2one	NA		22.9
Ccdc47	ENSMUSG00000078622	CCDC47	one2one	NA		22.9
Ccdc50	ENSMUSG00000038127	CCDC50	one2one	NA		22.9
Ccdc51	ENSMUSG00000025645	CCDC51	one2one	NA		22.9
Ccdc57	ENSMUSG00000048445	CCDC57	one2one	NA		22.9
Ccdc58	ENSMUSG00000075229	MIX23	one2one	NA		22.9
Ccdc59	ENSMUSG00000019897	CCDC59	one2one	NA		22.9
Ccdc6	ENSMUSG00000048701	CCDC6	one2one	NA		22.9
Ccdc61	ENSMUSG00000074358	CCDC61	one2one	NA		22.9
Ccdc62	ENSMUSG00000061882	CCDC62	one2one	NA		22.9
Ccdc63	ENSMUSG00000043036	CCDC63	one2one	NA		22.9
Ccdc66	ENSMUSG00000046753	CCDC66	one2one	NA		22.9
Ccdc69	ENSMUSG00000049588	CCDC69	one2one	NA		22.9
Ccdc71	ENSMUSG00000049305	CCDC71	one2one	NA		22.9
Ccdc71l	ENSMUSG00000090946	CCDC71L	one2one	NA		22.9
Ccdc73	ENSMUSG00000045106	CCDC73	one2one	NA		22.9
Ccdc74a	ENSMUSG00000041617	CCDC74B	one2one	NA		22.9
Ccdc77	ENSMUSG00000030177	CCDC77	one2one	NA		22.9
Ccdc78	ENSMUSG00000071202	CCDC78	one2one	NA		22.9
Ccdc7a	ENSMUSG00000025808	CCDC7	one2one	NA		22.9
Ccdc8	ENSMUSG00000041117	CCDC8	one2one	NA		22.9
Ccdc80	ENSMUSG00000022665	CCDC80	one2one	NA		22.9
Ccdc82	ENSMUSG00000079084	CCDC82	one2one	NA		22.9
Ccdc84	ENSMUSG00000043923	CENATAC	one2one	NA		22.9
Ccdc85b	ENSMUSG00000095098	CCDC85B	one2one	NA		22.9
Ccdc85c	ENSMUSG00000084883	CCDC85C	one2one	NA		22.9
Ccdc86	ENSMUSG00000024732	CCDC86	one2one	NA		22.9
Ccdc87	ENSMUSG00000067872	CCDC87	one2one	NA		22.9
Ccdc88a	ENSMUSG00000032740	CCDC88A	one2one	NA		22.9
Ccdc88b	ENSMUSG00000047810	CCDC88B	one2one	NA		22.9
Ccdc88c	ENSMUSG00000021182	CCDC88C	one2one	NA		22.9
Ccdc9	ENSMUSG00000041375	CCDC9	one2one	NA		22.9
Ccdc90b	ENSMUSG00000030613	CCDC90B	one2one	NA		22.9
Ccdc91	ENSMUSG00000030301	CCDC91	one2one	NA		22.9
Ccdc92	ENSMUSG00000037979	CCDC92	one2one	NA		22.9
Ccdc93	ENSMUSG00000026339	CCDC93	one2one	NA		22.9
Ccdc96	ENSMUSG00000050677	CCDC96	one2one	NA		22.9
Ccdc97	ENSMUSG00000002608	CCDC97	one2one	NA		22.9
Cchcr1	ENSMUSG00000040312	CCHCR1	one2one	NA		22.9
Ccin	ENSMUSG00000070999	CCIN	one2one	NA		22.9
Ccl1	ENSMUSG00000020702	CCL1	one2one	NA		22.9
Ccl17	ENSMUSG00000031780	CCL17	one2one	NA		22.9
Ccl20	ENSMUSG00000026166	CCL20	one2one	NA		22.9
Ccl22	ENSMUSG00000031779	CCL22	one2one	NA		22.9
Ccl25	ENSMUSG00000023235	CCL25	one2one	NA		22.9
Ccl27a	ENSMUSG00000073888	CCL27	one2one	NA		22.9
Ccl28	ENSMUSG00000074715	CCL28	one2one	NA		22.9
Ccl3	ENSMUSG00000000982	CCL3	one2one	NA		22.9
Ccl4	ENSMUSG00000018930	CCL4	one2one	NA		22.9
Ccl5	ENSMUSG00000035042	CCL5	one2one	NA		22.9
Ccl6	ENSMUSG00000018927	CCL15	one2many	NA		22.9
Ccl6	ENSMUSG00000018927	CCL23	one2many	NA		22.9
Ccl9	ENSMUSG00000019122	CCL23	many2one	NA		22.9
Ccm2	ENSMUSG00000000378	CCM2	one2one	NA		22.9
Ccn1	ENSMUSG00000028195	CCN1	one2one	NA		22.9
Ccn3	ENSMUSG00000037362	CCN3	one2one	NA		22.9
Ccn4	ENSMUSG00000005124	CCN4	one2one	NA		22.9
Ccn6	ENSMUSG00000062074	CCN6	one2one	NA		22.9
Ccna2	ENSMUSG00000027715	CCNA2	one2one	NA		22.9
Ccnb1	ENSMUSG00000041431	CCNB1	one2one	NA		22.9
Ccnb2	ENSMUSG00000032218	CCNB2	one2one	NA		22.9
Ccnc	ENSMUSG00000028252	CCNC	one2one	NA		22.9
Ccnd1	ENSMUSG00000070348	CCND1	one2one	NA		22.9
Ccnd2	ENSMUSG00000000184	CCND2	one2one	NA		22.9
Ccnd3	ENSMUSG00000034165	CCND3	one2one	NA		22.9
Ccndbp1	ENSMUSG00000023572	CCNDBP1	one2one	NA		22.9
Ccne1	ENSMUSG00000002068	CCNE1	one2one	NA		22.9
Ccne2	ENSMUSG00000028212	CCNE2	one2one	NA		22.9
Ccnf	ENSMUSG00000072082	CCNF	one2one	NA		22.9
Ccng1	ENSMUSG00000020326	CCNG1	one2one	NA		22.9
Ccng2	ENSMUSG00000029385	CCNG2	one2one	NA		22.9
Ccnh	ENSMUSG00000021548	CCNH	one2one	NA		22.9
Ccni	ENSMUSG00000063015	CCNI	one2one	NA		22.9
Ccnj	ENSMUSG00000025010	CCNJ	one2one	NA		22.9
Ccnjl	ENSMUSG00000044707	CCNJL	one2one	NA		22.9
Ccnk	ENSMUSG00000021258	CCNK	one2one	NA		22.9
Ccnl1	ENSMUSG00000027829	CCNL1	one2one	NA		22.9
Ccnl2	ENSMUSG00000029068	CCNL2	one2one	NA		22.9
Ccno	ENSMUSG00000042417	CCNO	one2one	NA		22.9
Ccnq	ENSMUSG00000049489	CCNQ	one2one	NA		22.9
Ccnt1	ENSMUSG00000011960	CCNT1	one2one	NA		22.9
Ccnt2	ENSMUSG00000026349	CCNT2	one2one	NA		22.9
Ccny	ENSMUSG00000024286	CCNY	one2one	NA		22.9
Ccnyl1	ENSMUSG00000070871	CCNYL1	one2one	NA		22.9
Ccp110	ENSMUSG00000033904	CCP110	one2one	NA		22.9
Ccpg1	ENSMUSG00000034563	CCPG1	one2one	NA		22.9
Ccpg1os	ENSMUSG00000086158	PIERCE2	one2one	Pierce2	org.Mm.eg.db	22.9
Ccr1	ENSMUSG00000025804	CCR1	many2one	NA		22.9
Ccr1l1	ENSMUSG00000064039	CCR1	many2one	NA		22.9
Ccr2	ENSMUSG00000049103	CCR2	one2one	NA		22.9
Ccr3	ENSMUSG00000035448	CCR3	one2one	NA		22.9
Ccr4	ENSMUSG00000047898	CCR4	one2one	NA		22.9
Ccr5	ENSMUSG00000079227	CCR5	one2one	NA		22.9
Ccr6	ENSMUSG00000040899	CCR6	one2one	NA		22.9
Ccr7	ENSMUSG00000037944	CCR7	one2one	NA		22.9
Ccr8	ENSMUSG00000042262	CCR8	one2one	NA		22.9
Ccr9	ENSMUSG00000029530	CCR9	one2one	NA		22.9
Ccrl2	ENSMUSG00000043953	CCRL2	one2one	NA		22.9
Ccs	ENSMUSG00000034108	CCS	one2one	NA		22.9
Ccsap	ENSMUSG00000031971	CCSAP	one2one	NA		22.9
Ccser1	ENSMUSG00000039578	CCSER1	one2one	NA		22.9
Ccser2	ENSMUSG00000058690	CCSER2	one2one	NA		22.9
Cct2	ENSMUSG00000034024	CCT2	one2one	NA		22.9
Cct3	ENSMUSG00000001416	CCT3	one2one	NA		22.9
Cct4	ENSMUSG00000007739	CCT4	one2one	NA		22.9
Cct5	ENSMUSG00000022234	CCT5	one2one	NA		22.9
Cct6a	ENSMUSG00000029447	CCT6A	one2one	NA		22.9
Cct6b	ENSMUSG00000020698	CCT6B	one2one	NA		22.9
Cct7	ENSMUSG00000030007	CCT7	one2one	NA		22.9
Cct8	ENSMUSG00000025613	CCT8	one2one	NA		22.9
Ccz1	ENSMUSG00000029617	CCZ1	one2many	NA		22.9
Ccz1	ENSMUSG00000029617	CCZ1B	one2many	NA		22.9
Cd101	ENSMUSG00000086564	CD101	one2one	NA		22.9
Cd109	ENSMUSG00000046186	CD109	one2one	NA		22.9
Cd14	ENSMUSG00000051439	CD14	one2one	NA		22.9
Cd151	ENSMUSG00000025510	CD151	one2one	NA		22.9
Cd160	ENSMUSG00000038304	CD160	one2one	NA		22.9
Cd163l1	ENSMUSG00000025461	SCART1	one2one	Scart1	org.Mm.eg.db	22.9
Cd164	ENSMUSG00000019818	CD164	one2one	NA		22.9
Cd19	ENSMUSG00000030724	CD19	one2one	NA		22.9
Cd1d1	ENSMUSG00000028076	CD1D	many2one	NA		22.9
Cd1d2	ENSMUSG00000041750	CD1D	many2one	NA		22.9
Cd2	ENSMUSG00000027863	CD2	one2one	NA		22.9
Cd200	ENSMUSG00000022661	CD200	one2one	NA		22.9
Cd200r1	ENSMUSG00000022667	CD200R1	one2one	NA		22.9
Cd200r4	ENSMUSG00000062082	CD200R1L	one2one	NA		22.9
Cd22	ENSMUSG00000030577	CD22	one2one	NA		22.9
Cd226	ENSMUSG00000034028	CD226	one2one	NA		22.9
Cd244a	ENSMUSG00000004709	CD244	one2one	NA		22.9
Cd247	ENSMUSG00000005763	CD247	one2one	NA		22.9
Cd248	ENSMUSG00000056481	CD248	one2one	NA		22.9
Cd24a	ENSMUSG00000047139	CD24	one2one	NA		22.9
Cd27	ENSMUSG00000030336	CD27	one2one	NA		22.9
Cd274	ENSMUSG00000016496	CD274	one2one	NA		22.9
Cd276	ENSMUSG00000035914	CD276	one2one	NA		22.9
Cd28	ENSMUSG00000026012	CD28	one2one	NA		22.9
Cd2ap	ENSMUSG00000061665	CD2AP	one2one	NA		22.9
Cd2bp2	ENSMUSG00000042502	CD2BP2	one2one	NA		22.9
Cd302	ENSMUSG00000060703	CD302	one2one	NA		22.9
Cd320	ENSMUSG00000002308	CD320	one2one	NA		22.9
Cd33	ENSMUSG00000004609	CD33	one2one	NA		22.9
Cd36	ENSMUSG00000002944	CD36	one2one	NA		22.9
Cd37	ENSMUSG00000030798	CD37	one2one	NA		22.9
Cd38	ENSMUSG00000029084	CD38	one2one	NA		22.9
Cd3d	ENSMUSG00000032094	CD3D	one2one	NA		22.9
Cd3e	ENSMUSG00000032093	CD3E	one2one	NA		22.9
Cd3eap	ENSMUSG00000047649	POLR1G	one2one	NA		22.9
Cd3g	ENSMUSG00000002033	CD3G	one2one	NA		22.9
Cd4	ENSMUSG00000023274	CD4	one2one	NA		22.9
Cd40	ENSMUSG00000017652	CD40	one2one	NA		22.9
Cd40lg	ENSMUSG00000031132	CD40LG	one2one	NA		22.9
Cd44	ENSMUSG00000005087	CD44	one2one	NA		22.9
Cd46	ENSMUSG00000016493	CD46	one2one	NA		22.9
Cd47	ENSMUSG00000055447	CD47	one2one	NA		22.9
Cd48	ENSMUSG00000015355	CD48	one2one	NA		22.9
Cd5	ENSMUSG00000024669	CD5	one2one	NA		22.9
Cd52	ENSMUSG00000000682	CD52	one2one	NA		22.9
Cd53	ENSMUSG00000040747	CD53	one2one	NA		22.9
Cd55	ENSMUSG00000026399	CD55	one2one	NA		22.9
Cd59a	ENSMUSG00000032679	CD59	one2one	NA		22.9
Cd5l	ENSMUSG00000015854	CD5L	one2one	NA		22.9
Cd6	ENSMUSG00000024670	CD6	one2one	NA		22.9
Cd63	ENSMUSG00000025351	CD63	one2one	NA		22.9
Cd68	ENSMUSG00000018774	CD68	one2one	NA		22.9
Cd69	ENSMUSG00000030156	CD69	one2one	NA		22.9
Cd7	ENSMUSG00000025163	CD7	one2one	NA		22.9
Cd70	ENSMUSG00000019489	CD70	one2one	NA		22.9
Cd72	ENSMUSG00000028459	CD72	one2one	NA		22.9
Cd74	ENSMUSG00000024610	CD74	one2one	NA		22.9
Cd79a	ENSMUSG00000003379	CD79A	one2one	NA		22.9
Cd79b	ENSMUSG00000040592	CD79B	one2one	NA		22.9
Cd80	ENSMUSG00000075122	CD80	one2one	NA		22.9
Cd81	ENSMUSG00000037706	CD81	one2one	NA		22.9
Cd82	ENSMUSG00000027215	CD82	one2one	NA		22.9
Cd83	ENSMUSG00000015396	CD83	one2one	NA		22.9
Cd84	ENSMUSG00000038147	CD84	one2one	NA		22.9
Cd86	ENSMUSG00000022901	CD86	one2one	NA		22.9
Cd8a	ENSMUSG00000053977	CD8A	one2one	NA		22.9
Cd8b1	ENSMUSG00000053044	CD8B	one2one	NA		22.9
Cd9	ENSMUSG00000030342	CD9	one2one	NA		22.9
Cd93	ENSMUSG00000027435	CD93	one2one	NA		22.9
Cd96	ENSMUSG00000022657	CD96	one2one	NA		22.9
Cd99l2	ENSMUSG00000035776	CD99L2	one2one	NA		22.9
Cdadc1	ENSMUSG00000021982	CDADC1	one2one	NA		22.9
Cdan1	ENSMUSG00000027284	CDAN1	one2one	NA		22.9
Cdc123	ENSMUSG00000039128	CDC123	one2one	NA		22.9
Cdc14a	ENSMUSG00000033502	CDC14A	one2one	NA		22.9
Cdc14b	ENSMUSG00000033102	CDC14B	one2one	NA		22.9
Cdc16	ENSMUSG00000038416	CDC16	one2one	NA		22.9
Cdc20	ENSMUSG00000006398	CDC20	one2one	NA		22.9
Cdc20b	ENSMUSG00000078926	CDC20B	one2one	NA		22.9
Cdc23	ENSMUSG00000024370	CDC23	one2one	NA		22.9
Cdc25a	ENSMUSG00000032477	CDC25A	one2one	NA		22.9
Cdc25b	ENSMUSG00000027330	CDC25B	one2one	NA		22.9
Cdc25c	ENSMUSG00000044201	CDC25C	one2one	NA		22.9
Cdc26	ENSMUSG00000066149	CDC26	one2one	NA		22.9
Cdc27	ENSMUSG00000020687	CDC27	one2one	NA		22.9
Cdc34	ENSMUSG00000020307	CDC34	many2one	NA		22.9
Cdc34b	ENSMUSG00000020870	CDC34	many2one	NA		22.9
Cdc37	ENSMUSG00000019471	CDC37	one2one	NA		22.9
Cdc37l1	ENSMUSG00000024780	CDC37L1	one2one	NA		22.9
Cdc40	ENSMUSG00000038446	CDC40	one2one	NA		22.9
Cdc42	ENSMUSG00000006699	CDC42	one2one	NA		22.9
Cdc42bpa	ENSMUSG00000026490	CDC42BPA	one2one	NA		22.9
Cdc42bpb	ENSMUSG00000021279	CDC42BPB	one2one	NA		22.9
Cdc42bpg	ENSMUSG00000024769	CDC42BPG	one2one	NA		22.9
Cdc42ep2	ENSMUSG00000045664	CDC42EP2	one2one	NA		22.9
Cdc42ep3	ENSMUSG00000036533	CDC42EP3	one2one	NA		22.9
Cdc42ep4	ENSMUSG00000041598	CDC42EP4	one2one	NA		22.9
Cdc42se1	ENSMUSG00000046722	CDC42SE1	one2one	NA		22.9
Cdc42se2	ENSMUSG00000052298	CDC42SE2	one2one	NA		22.9
Cdc45	ENSMUSG00000000028	CDC45	one2one	NA		22.9
Cdc5l	ENSMUSG00000023932	CDC5L	one2one	NA		22.9
Cdc6	ENSMUSG00000017499	CDC6	one2one	NA		22.9
Cdc7	ENSMUSG00000029283	CDC7	one2one	NA		22.9
Cdc73	ENSMUSG00000026361	CDC73	one2one	NA		22.9
Cdca2	ENSMUSG00000048922	CDCA2	one2one	NA		22.9
Cdca3	ENSMUSG00000023505	CDCA3	one2one	NA		22.9
Cdca4	ENSMUSG00000047832	CDCA4	one2one	NA		22.9
Cdca5	ENSMUSG00000024791	CDCA5	one2one	NA		22.9
Cdca7	ENSMUSG00000055612	CDCA7	one2one	NA		22.9
Cdca7l	ENSMUSG00000021175	CDCA7L	one2one	NA		22.9
Cdca8	ENSMUSG00000028873	CDCA8	one2one	NA		22.9
Cdcp1	ENSMUSG00000035498	CDCP1	one2one	NA		22.9
Cdh1	ENSMUSG00000000303	CDH1	one2one	NA		22.9
Cdh10	ENSMUSG00000022321	CDH10	one2one	NA		22.9
Cdh11	ENSMUSG00000031673	CDH11	one2one	NA		22.9
Cdh15	ENSMUSG00000031962	CDH15	one2one	NA		22.9
Cdh17	ENSMUSG00000028217	CDH17	one2one	NA		22.9
Cdh2	ENSMUSG00000024304	CDH2	one2one	NA		22.9
Cdh23	ENSMUSG00000012819	CDH23	one2one	NA		22.9
Cdh24	ENSMUSG00000059674	CDH24	one2one	NA		22.9
Cdhr1	ENSMUSG00000021803	CDHR1	one2one	NA		22.9
Cdhr3	ENSMUSG00000035860	CDHR3	one2one	NA		22.9
Cdhr4	ENSMUSG00000032595	CDHR4	one2one	NA		22.9
Cdip1	ENSMUSG00000004071	CDIP1	one2one	NA		22.9
Cdipt	ENSMUSG00000030682	CDIPT	one2one	NA		22.9
Cdk1	ENSMUSG00000019942	CDK1	one2one	NA		22.9
Cdk10	ENSMUSG00000033862	CDK10	one2one	NA		22.9
Cdk11b	ENSMUSG00000029062	CDK11B	one2one	NA		22.9
Cdk12	ENSMUSG00000003119	CDK12	one2one	NA		22.9
Cdk13	ENSMUSG00000041297	CDK13	one2one	NA		22.9
Cdk14	ENSMUSG00000028926	CDK14	one2one	NA		22.9
Cdk16	ENSMUSG00000031065	CDK16	one2one	NA		22.9
Cdk17	ENSMUSG00000020015	CDK17	one2one	NA		22.9
Cdk19	ENSMUSG00000038481	CDK19	one2one	NA		22.9
Cdk2	ENSMUSG00000025358	CDK2	one2one	NA		22.9
Cdk20	ENSMUSG00000021483	CDK20	one2one	NA		22.9
Cdk2ap1	ENSMUSG00000029394	CDK2AP1	many2one	NA		22.9
Cdk2ap2	ENSMUSG00000024856	CDK2AP2	one2one	NA		22.9
Cdk3	ENSMUSG00000092300	CDK3	one2one	NA		22.9
Cdk4	ENSMUSG00000006728	CDK4	one2one	NA		22.9
Cdk5	ENSMUSG00000028969	CDK5	one2one	NA		22.9
Cdk5r1	ENSMUSG00000048895	CDK5R1	one2one	NA		22.9
Cdk5rap1	ENSMUSG00000027487	CDK5RAP1	one2one	NA		22.9
Cdk5rap2	ENSMUSG00000039298	CDK5RAP2	one2one	NA		22.9
Cdk5rap3	ENSMUSG00000018669	CDK5RAP3	one2one	NA		22.9
Cdk6	ENSMUSG00000040274	CDK6	one2one	NA		22.9
Cdk7	ENSMUSG00000069089	CDK7	one2one	NA		22.9
Cdk8	ENSMUSG00000029635	CDK8	one2one	NA		22.9
Cdk9	ENSMUSG00000009555	CDK9	one2one	NA		22.9
Cdkal1	ENSMUSG00000006191	CDKAL1	one2one	NA		22.9
Cdkl2	ENSMUSG00000029403	CDKL2	one2one	NA		22.9
Cdkl3	ENSMUSG00000020389	CDKL3	one2one	NA		22.9
Cdkl4	ENSMUSG00000033966	CDKL4	one2one	NA		22.9
Cdkl5	ENSMUSG00000031292	CDKL5	one2one	NA		22.9
Cdkn1a	ENSMUSG00000023067	CDKN1A	one2one	NA		22.9
Cdkn1b	ENSMUSG00000003031	CDKN1B	one2one	NA		22.9
Cdkn1c	ENSMUSG00000037664	CDKN1C	one2one	NA		22.9
Cdkn2a	ENSMUSG00000044303	CDKN2A	one2one	NA		22.9
Cdkn2aip	ENSMUSG00000038069	CDKN2AIP	one2one	NA		22.9
Cdkn2aipnl	ENSMUSG00000020392	CDKN2AIPNL	one2one	NA		22.9
Cdkn2b	ENSMUSG00000073802	CDKN2B	one2one	NA		22.9
Cdkn2c	ENSMUSG00000028551	CDKN2C	one2one	NA		22.9
Cdkn2d	ENSMUSG00000096472	CDKN2D	one2one	NA		22.9
Cdkn3	ENSMUSG00000037628	CDKN3	one2one	NA		22.9
Cdnf	ENSMUSG00000039496	CDNF	one2one	NA		22.9
Cdo1	ENSMUSG00000033022	CDO1	one2one	NA		22.9
Cdon	ENSMUSG00000038119	CDON	one2one	NA		22.9
Cdpf1	ENSMUSG00000064284	CDPF1	one2one	NA		22.9
Cdr2	ENSMUSG00000030878	CDR2	one2one	NA		22.9
Cdr2l	ENSMUSG00000050910	CDR2L	one2one	NA		22.9
